Meeting ID,Minister,Role,Department,Start Date,End Date,Organisation,Representative,Reason,Hopspitality?,Original File,Original Row
1209,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,01-2013,01-2013,Sarah Sands,,General discussion,0,212371_comeetingsjanmar.csv,127
1209,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,01-2013,01-2013,The Evening Standard,,General discussion,0,212371_comeetingsjanmar.csv,127
1210,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,01-2013,01-2013,Central Government Audit Chairs Conference,,Management Information,0,212371_comeetingsjanmar.csv,128
1211,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,01-2013,01-2013,Nigel Pickover,,Launch of Norwich for Jobs,0,212371_comeetingsjanmar.csv,129
1211,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,01-2013,01-2013,Eastern Daily Press,,Launch of Norwich for Jobs,0,212371_comeetingsjanmar.csv,129
1211,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,01-2013,01-2013,Norwich Evening News,,Launch of Norwich for Jobs,0,212371_comeetingsjanmar.csv,129
1212,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,02-2013,02-2013,Business Today,,Roundtable discussion on Cyber Security for business,0,212371_comeetingsjanmar.csv,130
1213,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,02-2013,02-2013,Parliamentary Commissioner for Standards,,Discussion on the recall of MPs,0,212371_comeetingsjanmar.csv,131
1214,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,02-2013,02-2013,The Association of Electoral Administrators (AEA),,Electoral policy and the 2013/14 Canvass,0,212371_comeetingsjanmar.csv,132
1215,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,02-2013,02-2013,The Guardian,,General discussion on the issues of the day.,0,212371_comeetingsjanmar.csv,133
1216,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,02-2013,02-2013,Nigel Pickover,,Norwich for Jobs steering group,0,212371_comeetingsjanmar.csv,134
1216,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,02-2013,02-2013,Eastern Daily Press,,Norwich for Jobs steering group,0,212371_comeetingsjanmar.csv,134
1216,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,02-2013,02-2013,Norwich Evening News,,Norwich for Jobs steering group,0,212371_comeetingsjanmar.csv,134
1217,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,03-2013,03-2013,The Confederation of British Industry (CBI),,Cyber security,0,212371_comeetingsjanmar.csv,135
1218,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,03-2013,03-2013,Marks,,Sustainable procurement and Marks & Spencers  Plan A,0,212371_comeetingsjanmar.csv,136
1218,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,03-2013,03-2013,Spencer,,Sustainable procurement and Marks & Spencers  Plan A,0,212371_comeetingsjanmar.csv,136
1219,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,03-2013,03-2013,The Chartered Institute of Purchasing,,Procurement,0,212371_comeetingsjanmar.csv,137
1219,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,03-2013,03-2013,Supply,,Procurement,0,212371_comeetingsjanmar.csv,137
1220,"Parliamentary Secretary , Chloe Smith MP",,Cabinet Office,03-2013,03-2013,Enterprise Forum,,Roundtable discussion on Cyber Security,0,212371_comeetingsjanmar.csv,138
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Brit Healthcare,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,BT (Health),,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Serco,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,ABHI,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Royal Free International,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,BMJ,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,DMC Healthcare,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Training Gateway,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Royal College of GPs,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Pathfinder Healthcare,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,IBC,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,BUPA,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Healthcare UK,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,NICE,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,TPP Software,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,University of Northampton,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Sheffield Halam,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Wellcome Trust,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1221,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,Eschmann,,Roundtable: Health exports (India),0,212371_comeetingsjanmar.csv,139
1222,Rt Hon Kenneth Clarke MP,,Cabinet Office,01-2013,01-2013,BP,,Meeting on trade (energy) work,0,212371_comeetingsjanmar.csv,140
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Capa Valve,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Control Risks,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Advancis Medical,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Chadbourne&Parke LLP,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Imperial Consultants,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Burton,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,South Derbyshire College,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Barber Healthcare Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Mangar International,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Business in Brazil,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Avanti Architects,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,TPP,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,SELEX Galileo,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Hip Impact Protection Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Brazilian Chamber of Commerce,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Avanti Architects,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Globonews,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Cleveland,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,SGX Sensortech (IS) Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Dexela Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Accenture,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,AstraZeneca,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Strategic Healthcare Planning LLP,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Royal College of Surgeons of England,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Dreamskin Health Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Noronha Advogados,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,The Royal Veterinary College,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Addleshaw Goddard LLP,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Welland Medical Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Immunodiagnostic Systems,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Grant Instruments,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Phastar,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Beta Technology Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Pennine Healthcare,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,University of Bradford,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Siemens,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,GSK,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,BNDES-Brazilian Development Bank,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Lawrence Graham LLP,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Itau Guest,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Medasil (Surgical) Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Inventive Medical Limited,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,ICNet,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Lawrence Graham LLP,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Contamac Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Clinova,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Medilink,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Oxford Brookes University,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Walsall College,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,London Bioscience Innovation Centre,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Hertfordshire Local Enterprise Partnership,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Eurofins,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Invest Northern Ireland,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Strategic Healthcare Planning LLP,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Deltex Medical,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Seralab International Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,HSBC Bank plc,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Thesis Technology Products Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Hart Biologicals Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,BSLaw,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,PPP Brasil,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Stevenage Bioscience catalyst,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,PA Consulting Group,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,GlaxoSmithKline,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Chadbourne&Parke (London) LLP,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,HIS,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Advancis Medical,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,BIVDA,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Intervene Group Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Finetech Medical Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Integration Consulting,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Aurigny Healthcare Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,South London Export Club,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,MediWales,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,International SOS,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Medasil (Surgical) Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Oxford Immunotec Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,CellPath Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Bayfield Training,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Medilink,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Teal Patents Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Roke Manor Research,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Odyssey Enterprises Ltd,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,AW Design,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1223,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,Penlon Limited,,Roundtable (Health Seminar),0,212371_comeetingsjanmar.csv,141
1224,Rt Hon Kenneth Clarke MP,,Cabinet Office,02-2013,02-2013,The Times,,Justice and Security Bill,0,212371_comeetingsjanmar.csv,142
1225,Rt Hon Kenneth Clarke MP,,Cabinet Office,03-2013,03-2013,Lloyds TSB,,Budget review,0,212371_comeetingsjanmar.csv,143
1225,Rt Hon Kenneth Clarke MP,,Cabinet Office,03-2013,03-2013,Standard Life PLC,,Budget review,0,212371_comeetingsjanmar.csv,143
1225,Rt Hon Kenneth Clarke MP,,Cabinet Office,03-2013,03-2013,Scottish Widows,,Budget review,0,212371_comeetingsjanmar.csv,143
1225,Rt Hon Kenneth Clarke MP,,Cabinet Office,03-2013,03-2013,Robb Ferguson,,Budget review,0,212371_comeetingsjanmar.csv,143
1225,Rt Hon Kenneth Clarke MP,,Cabinet Office,03-2013,03-2013,Barlcays Wealth,,Budget review,0,212371_comeetingsjanmar.csv,143
1225,Rt Hon Kenneth Clarke MP,,Cabinet Office,03-2013,03-2013,KPMG LLP,,Budget review,0,212371_comeetingsjanmar.csv,143
1225,Rt Hon Kenneth Clarke MP,,Cabinet Office,03-2013,03-2013,ICAS,,Budget review,0,212371_comeetingsjanmar.csv,143
1225,Rt Hon Kenneth Clarke MP,,Cabinet Office,03-2013,03-2013,PricewaterhouseCoopers LLP,,Budget review,0,212371_comeetingsjanmar.csv,143
1225,Rt Hon Kenneth Clarke MP,,Cabinet Office,03-2013,03-2013,The Edinburgh Academy,,Budget review,0,212371_comeetingsjanmar.csv,143
